S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,car_age,depreciation_rate,Mileage_Score
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,1157000.0,3.5,10,99.99969749351771,24.07
5198,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,1157000.0,7.25,11,99.99937337942956,20.77
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.35,9,99.99962402765773,23.1
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5 kmpl,999 CC,67 bhp,5.0,572000.0,4.99,7,99.99912762237763,22.5
5201,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,1157000.0,7.65,12,99.99933880726016,12.05
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,1157000.0,9.0,14,99.99922212618841,12.8
5203,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,6.9,8,99.9994036300778,22.07
5204,Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,1157000.0,2.9,14,99.99974935177183,20.0
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,1157000.0,5.75,11,99.99950302506481,20.45
5206,Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7.0,1157000.0,8.0,11,99.99930855661194,17.0
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,493000.0,4.41,8,99.99910547667344,22.5
5208,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,1157000.0,4.95,12,99.99957216940363,21.14
5209,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,1157000.0,14.4,9,99.99875540190148,16.0
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,1157000.0,2.95,13,99.99974503025065,20.0
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,1128000.0,8.14,8,99.99927836879434,15.96
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,1420000.0,8.45,9,99.99940492957748,20.64
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,1157000.0,12.5,10,99.99891961970614,12.99
5214,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,6.5,13,99.99943820224719,15.1
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5.0,1157000.0,7.72,10,99.9993327571305,15.8
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.1 bhp,5.0,1157000.0,8.0,14,99.99930855661194,16.96
5217,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,1157000.0,3.0,16,99.99974070872946,13.93
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,4.0,1157000.0,29.0,12,99.99749351771824,8.2
5219,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,1157000.0,4.11,11,99.99964477095938,16.47
5220,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,1157000.0,5.37,10,99.99953586862574,18.5
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,1157000.0,6.55,12,99.999433880726,20.77
5222,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,7.0,10,99.99939498703544,17.4
5223,Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,5.48,11,99.99952636127917,17.0
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,1157000.0,6.51,12,99.99943733794295,16.96
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,5.15,9,99.99955488331894,25.8
5226,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,9.0,12,99.99922212618841,15.1
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,1157000.0,2.75,17,99.99976231633535,14.53
5228,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5.0,1157000.0,1.2,20,99.9998962834918,17.0
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,4879000.0,12.5,13,99.999743799959,22.69
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,1042000.0,7.69,8,99.99926199616124,23.0
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,1157000.0,4.57,12,99.99960501296455,18.5
5232,Honda City 1.5 S AT,Mumbai,2013,51000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,1157000.0,4.5,12,99.9996110630942,16.8
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,1157000.0,4.9,10,99.99957649092481,23.2
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,1.65,17,99.99985738980122,19.81
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,1157000.0,3.25,10,99.9997191011236,18.2
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,1157000.0,6.25,13,99.99945980985306,22.32
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,1605999.9999999998,12.13,7,99.99924470734746,15.8
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,1157000.0,3.25,12,99.9997191011236,18.2
5239,Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,1157000.0,29.0,12,99.99749351771824,14.16
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,5.53,12,99.99952203975799,17.0
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5.0,1127000.0,8.75,8,99.99922360248448,17.0
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,1157000.0,37.9,11,99.99672428694902,12.07
5243,Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,2.4,15,99.99979256698359,20.36
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,4.55,11,99.99960674157303,17.0
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,1157000.0,2.65,14,99.99977095937771,17.5
5246,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5.0,1157000.0,1.6,8,99.99986171132238,25.0
5247,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2 kmpl,2993 CC,235 bhp,5.0,1157000.0,25.72,13,99.99777700950735,16.2
5248,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,4.15,12,99.99964131374244,22.9
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5.0,844000.0,7.23,7,99.99914336492891,19.0
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5.0,1157000.0,2.6,17,99.99977528089887,13.9
5251,BMW 3 Series 320d Highline,Mumbai,2008,66000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,1157000.0,7.25,17,99.99937337942956,16.07
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,1157000.0,14.29,8,99.99876490924805,12.8
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Diesel,Automatic,Second,14.94 kmpl,2143 CC,204 bhp,5.0,1157000.0,17.25,14,99.99850907519446,14.94
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,Diesel,Manual,First,22.54 kmpl,1582 CC,126.2 bhp,5.0,2087000.0,7.5,12,99.99964063248682,22.54
5255,Maruti Ritz ZDi,Hyderabad,2014,60000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,1157000.0,4.35,11,99.99962402765773,23.2
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,1196000.0,8.9,9,99.99925585284282,24.3
5257,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Petrol,Manual,Second,19.1 kmpl,1197 CC,82 bhp,5.0,1157000.0,3.5,9,99.99969749351771,19.1
5258,Honda City i DTEC V,Kolkata,2014,56002,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,6.1,11,99.99947277441659,26.0
5259,Renault KWID RXT,Mumbai,2016,8554,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,1157000.0,3.2,9,99.99972342264478,25.17
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,955000.0000000001,4.9,11,99.99948691099476,23.59
5261,Maruti Alto K10 VXI,Kochi,2015,37929,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,409000.0,3.69,10,99.999097799511,24.07
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,545000.0,3.98,9,99.99926972477064,23.84
5263,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,1157000.0,2.95,12,99.99974503025065,21.9
5264,Audi A4 2.0 TDI,Kochi,2014,55730,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,1157000.0,15.21,11,99.99868539325844,16.55
5265,Maruti Swift VDI,Hyderabad,2015,62000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.3,10,99.99945548833189,28.4
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,838000.0000000001,6.69,8,99.9992016706444,17.0
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,1502000.0,9.5,8,99.99936750998668,16.0
5268,Hyundai i20 Asta,Mumbai,2009,28000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,2.65,16,99.99977095937771,17.0
5269,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,1157000.0,7.5,13,99.99935177182368,14.66
5270,Honda City 1.5 GXI,Bangalore,2002,53000,Petrol,Manual,Second,0.0 kmpl,,,,1157000.0,1.85,23,99.9998401037165,0.0
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,595000.0,5.63,7,99.9990537815126,23.1
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,1536000.0,11.78,7,99.99923307291667,15.8
5273,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Diesel,Manual,Second,17.88 kmpl,1396 CC,52.8 bhp,5.0,1157000.0,0.85,21,99.99992653414,17.88
5274,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,3.35,14,99.99971045808124,15.04
5275,Maruti Celerio VXI,Kochi,2015,60586,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.11,10,99.99964477095938,23.1
5276,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,1157000.0,25.51,10,99.99779515989628,17.9
5277,Maruti Alto 800 LXI,Jaipur,2017,30000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,1157000.0,3.1,8,99.99973206568711,22.74
5278,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,1157000.0,33.5,7,99.99710458081245,10.91
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,659000.0,4.8,8,99.99927162367223,17.57
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,1094000.0,3.49,11,99.99968098720292,16.09
5281,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7.0,1157000.0,5.15,13,99.99955488331894,17.5
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5.0,1157000.0,14.41,14,99.99875453759725,14.0
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,1157000.0,4.75,11,99.99958945548833,16.2
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,1157000.0,19.0,10,99.99835782195333,12.55
5285,Maruti Celerio VXI,Hyderabad,2017,17000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.9,8,99.99957649092481,23.1
5286,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,4.0,1157000.0,6.3,17,99.99945548833189,16.07
5287,Honda City ZX VTEC,Jaipur,2006,100173,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5.0,1157000.0,2.4,19,99.99979256698359,16.9
5288,Mitsubishi Cedia Sports,Pune,2009,97000,Petrol,Manual,First,13.17 kmpl,1999 CC,114 bhp,5.0,1157000.0,3.0,16,99.99974070872946,13.17
5289,Renault Pulse Petrol RxL,Delhi,2016,40190,Petrol,Manual,First,18.06 kmpl,1198 CC,74.93 bhp,5.0,1157000.0,4.25,9,99.9996326707001,18.06
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,1015000.0,6.3,9,99.99937931034482,20.14
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,983000.0,8.15,7,99.99917090539165,21.1
5292,Hyundai i10 Magna,Kochi,2012,37333,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.22,13,99.99972169403631,20.36
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,7.65,7,99.99933880726016,18.6
5294,BMW Z4 2009-2013 35i,Delhi,2011,25000,Petrol,Automatic,First,10.37 kmpl,2979 CC,306 bhp,2.0,1157000.0,30.0,14,99.99740708729473,10.37
5295,Hyundai i10 Sportz 1.2,Pune,2010,72400,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,2.3,15,99.99980121002594,20.36
5296,Mini Cooper S Carbon Edition,Delhi,2012,18000,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4.0,1157000.0,22.0,13,99.9980985306828,13.6
5297,Honda Brio V MT,Pune,2012,65167,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.28,13,99.9997165082109,19.4
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,Petrol,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5.0,1157000.0,7.09,9,99.9993872082973,20.73
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,1157000.0,6.46,12,99.99944165946414,19.3
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,1157000.0,4.0,13,99.99965427830595,22.07
5301,BMW X1 sDrive20d,Delhi,2011,72000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,1157000.0,11.0,14,99.9990492653414,17.05
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,1157000.0,49.79,9,99.99569662921348,12.07
5303,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,1157000.0,4.8,10,99.99958513396714,25.83
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,6207000.0,35.0,8,99.9994361205091,21.76
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5.0,1157000.0,21.99,14,99.99809939498704,14.0
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,1157000.0,1.1,18,99.99990492653413,17.3
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,1157000.0,6.6,7,99.99942955920483,21.4
5308,Maruti Dzire VXI,Pune,2013,74000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,767000.0,4.5,12,99.99941329856584,22.0
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Petrol,Manual,Second,14.7 kmpl,1150 CC,76 bhp,5.0,1157000.0,1.0,16,99.99991356957649,14.7
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,997000.0000000001,6.9,8,99.99930792377131,20.14
5311,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,1157000.0,16.75,13,99.99855229040622,0.0
5312,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,1157000.0,25.49,10,99.99779688850475,14.16
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,6767000.0,35.5,10,99.99947539530072,18.53
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,818000.0,6.28,7,99.99923227383863,24.0
5315,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,1157000.0,4.88,13,99.99957821953328,12.05
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,743000.0,3.7,9,99.99950201884253,22.95
5317,Hyundai EON Era Plus,Kochi,2015,43993,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1157000.0,3.45,10,99.9997018150389,21.1
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8.0,1157000.0,10.23,9,99.9991158167675,15.4
5319,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5.0,1157000.0,6.5,15,99.99943820224719,11.1
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,1157000.0,6.15,9,99.99946845289543,16.2
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,471000.0,2.9,11,99.99938428874734,15.1
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,1157000.0,5.5,9,99.9995246326707,24.0
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,1157000.0,31.0,8,99.99732065687121,10.91
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,818000.0,4.25,10,99.9994804400978,24.0
5325,Maruti Swift VDI,Kochi,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,5.48,9,99.99952636127917,22.9
5326,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,7.25,9,99.99937337942956,18.6
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,1157000.0,3.0,13,99.99974070872946,17.5
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,5368000.0,29.5,10,99.99945044709389,22.69
5329,Honda City ZX GXi,Mumbai,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,1157000.0,1.49,18,99.99987121866897,17.7
5330,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,1157000.0,3.65,12,99.9996845289542,16.95
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,1212000.0,10.9,7,99.999100660066,23.0
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,605000.0,4.3,10,99.99928925619834,23.1
5333,Maruti Ertiga VDI,Pune,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,1157000.0,6.11,13,99.99947191011235,20.77
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,1157000.0,15.5,10,99.9986603284356,12.8
5335,Honda City i VTEC SV,Mumbai,2016,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,6.9,9,99.9994036300778,17.8
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,1157000.0,4.69,13,99.99959464131375,19.1
5337,Maruti Ritz LXi,Kochi,2011,33292,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,1157000.0,3.19,14,99.999724286949,18.5
5338,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5.0,1157000.0,3.75,13,99.99967588591184,15.0
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,1025000.0,8.6,6,99.99916097560975,17.19
5340,Honda City 1.5 E MT,Chennai,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,3.85,14,99.99966724286948,17.0
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,Diesel,Automatic,First,13.6 kmpl,4134 CC,382 bhp,5.0,1157000.0,67.83,9,99.99413742437338,13.6
5342,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,1157000.0,9.31,6,99.99919533275713,17.8
5343,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5.0,1157000.0,3.0,17,99.99974070872946,12.9
5344,Hyundai i20 Magna 1.2,Bangalore,2015,53000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,5.5,10,99.9995246326707,18.6
